link;id_objects;labels;file_name;id;cluster
http://www.bildindex.de/bilder/d/ae00001b10;['3899'];[3257];scn-ae00001b10.jpg;ae00001b10;1
http://www.bildindex.de/bilder/d/ae00002e14;['4006'];[3243];scn-ae00002e14.jpg;ae00002e14;1
http://www.bildindex.de/bilder/d/ae00003a09;['3918'];[3274];scn-ae00003a09.jpg;ae00003a09;1
http://www.bildindex.de/bilder/d/ae00003a12;['123'];[107];scn-ae00003a12.jpg;ae00003a12;1
http://www.bildindex.de/bilder/d/ae00003a13;['453'];[392];scn-ae00003a13.jpg;ae00003a13;74
http://www.bildindex.de/bilder/d/ae00003a14;['100'];[85];scn-ae00003a14.jpg;ae00003a14;1
http://www.bildindex.de/bilder/d/ae00006g12;['31174'];[24580];scn-ae00006g12.jpg;ae00006g12;83
http://www.bildindex.de/bilder/d/ae00008e10;['29870'];[23648];scn-ae00008e10.jpg;ae00008e10;1
http://www.bildindex.de/bilder/d/ae00008f05;['29752'];[23570];scn-ae00008f05.jpg;ae00008f05;74
http://www.bildindex.de/bilder/d/ae00009b06;['21321'];[17151];scn-ae00009b06.jpg;ae00009b06;1
http://www.bildindex.de/bilder/d/ae00010f07;['17266'];[14031];scn-ae00010f07.jpg;ae00010f07;1
http://www.bildindex.de/bilder/d/ae00012c12;['17302'];[13920];scn-ae00012c12.jpg;ae00012c12;1
http://www.bildindex.de/bilder/d/ae00012d02;['17249'];[14019];scn-ae00012d02.jpg;ae00012d02;1
http://www.bildindex.de/bilder/d/ae00012d03;['17183'];[13962];scn-ae00012d03.jpg;ae00012d03;1
http://www.bildindex.de/bilder/d/ae00012d14;['14932'];[12160];scn-ae00012d14.jpg;ae00012d14;1
http://www.bildindex.de/bilder/d/ae00012e10;['28952'];[22976];scn-ae00012e10.jpg;ae00012e10;1
http://www.bildindex.de/bilder/d/ae00014d06;['8826'];[7311];scn-ae00014d06.jpg;ae00014d06;1
http://www.bildindex.de/bilder/d/ae00016f13;['19887'];[16065];scn-ae00016f13.jpg;ae00016f13;74
http://www.bildindex.de/bilder/d/ae00034e11;['10094'];[8332];scn-ae00034e11.jpg;ae00034e11;66
http://www.bildindex.de/bilder/d/ae00035b14;['796'];[664];scn-ae00035b14.jpg;ae00035b14;1
http://www.bildindex.de/bilder/d/ae00035f10;['1869'];[1541];scn-ae00035f10.jpg;ae00035f10;1
http://www.bildindex.de/bilder/d/ae00035g07;['1334'];[1102];scn-ae00035g07.jpg;ae00035g07;1
http://www.bildindex.de/bilder/d/ae00055b02;['5912'];[4848];scn-ae00055b02.jpg;ae00055b02;1
http://www.bildindex.de/bilder/d/ae00056a01;['19330'];[15622];scn-ae00056a01.jpg;ae00056a01;74
http://www.bildindex.de/bilder/d/ae00073d06;['18565'];[13206];scn-ae00073d06.jpg;ae00073d06;66
http://www.bildindex.de/bilder/d/ae00073d13;['18069'];[14663];scn-ae00073d13.jpg;ae00073d13;1
http://www.bildindex.de/bilder/d/ae00073e01;['18113'];[14640];scn-ae00073e01.jpg;ae00073e01;66
http://www.bildindex.de/bilder/d/ae00079e09;['13234'];[10782];scn-ae00079e09.jpg;ae00079e09;83
http://www.bildindex.de/bilder/d/ae00079e10;['12920'];[10546];scn-ae00079e10.jpg;ae00079e10;1
http://www.bildindex.de/bilder/d/ae00081g01;['10667'];[8782];scn-ae00081g01.jpg;ae00081g01;1
http://www.bildindex.de/bilder/d/ch00059f03;['9186'];[7576];scn-ch00059f03.jpg;ch00059f03;1
http://www.bildindex.de/bilder/d/ch00083g07;['25794'];[20590];scn-ch00083g07.jpg;ch00083g07;1
http://www.bildindex.de/bilder/d/fm1037295;['24125'];[19321];img-fm1037295.jpg;fm1037295;40
http://www.bildindex.de/bilder/d/fm1048507;['2570'];[2161];img-fm1048507.jpg;fm1048507;33
http://www.bildindex.de/bilder/d/fm1056947;['25820'];[20608];img-fm1056947.jpg;fm1056947;33
http://www.bildindex.de/bilder/d/fm1067477;['31332'];[24700];img-fm1067477.jpg;fm1067477;4
http://www.bildindex.de/bilder/d/fm1074515;['29501'];[23376];img-fm1074515.jpg;fm1074515;99
http://www.bildindex.de/bilder/d/fm1079108;['29712'];[23536];img-fm1079108.jpg;fm1079108;4
http://www.bildindex.de/bilder/d/fm108;['32755'];[25789];img-fm108.jpg;fm108;4
http://www.bildindex.de/bilder/d/fm1089589;['2570'];[2161];img-fm1089589.jpg;fm1089589;99
http://www.bildindex.de/bilder/d/fm1090848;['17393'];[14132];img-fm1090848.jpg;fm1090848;99
http://www.bildindex.de/bilder/d/fm1093887;['16063'];[13082];img-fm1093887.jpg;fm1093887;99
http://www.bildindex.de/bilder/d/fm1093924;['4015'];[204];img-fm1093924.jpg;fm1093924;33
http://www.bildindex.de/bilder/d/fm1093925;['25776'];[204];img-fm1093925.jpg;fm1093925;33
http://www.bildindex.de/bilder/d/fm1093926;['2603'];[204];img-fm1093926.jpg;fm1093926;33
http://www.bildindex.de/bilder/d/fm1093928;['2517'];[204];img-fm1093928.jpg;fm1093928;33
http://www.bildindex.de/bilder/d/fm1119111;['17036'];[13841];img-fm1119111.jpg;fm1119111;4
http://www.bildindex.de/bilder/d/fm1127939;['202', '204'];[170, 172];img-fm1127939.jpg;fm1127939;5
http://www.bildindex.de/bilder/d/fm1130708;['27882'];[22173];img-fm1130708.jpg;fm1130708;33
http://www.bildindex.de/bilder/d/fm1153480;['19353'];[15640];img-fm1153480.jpg;fm1153480;99
http://www.bildindex.de/bilder/d/fm1168933;['22458'];[18047];img-fm1168933.jpg;fm1168933;33
http://www.bildindex.de/bilder/d/fm121592;['3398'];[2851];img-fm121592.jpg;fm121592;4
http://www.bildindex.de/bilder/d/fm1257815;['6272', '6273'];[388, 5164];img-fm1257815.jpg;fm1257815;5
http://www.bildindex.de/bilder/d/fm1257882;['4527'];[567];img-fm1257882.jpg;fm1257882;22
http://www.bildindex.de/bilder/d/fm1257900;['8468', '34710'];[7023, 16188];img-fm1257900.jpg;fm1257900;40
http://www.bildindex.de/bilder/d/fm1257930;['25776'];[204];img-fm1257930.jpg;fm1257930;33
http://www.bildindex.de/bilder/d/fm1257931;['25776'];[204];img-fm1257931.jpg;fm1257931;33
http://www.bildindex.de/bilder/d/fm1257955;['8474', '34710'];[7029, 16188];img-fm1257955.jpg;fm1257955;40
